1541692273,12.4,1.2,41.80630033653404,3.6071417974232682,1.9999999999999996
1541692573,11.3,1.9,43.073152741259776,3.6076854645529446,9.0
1541692873,13.2,2.6,41.80947151423274,3.622272864698762,16.0
1541693173,14.6,3.8,41.88124286381909,3.6069035824913,28.0
1541693473,12.6,4.7,42.468548,3.6403866067926938,37.0
1541693773,12.3,5.2,43.07505322472909,3.6106443400968815,42.0
1541694073,13.5,5.6,41.84687970163912,3.610468202420294,46.0
1541694373,13.9,5.3,43.092851781783686,3.639651534052278,43.0
1541694673,11.8,4.9,42.464587,3.620135549241294,39.0
1541694973,11.6,3.8,43.036704099795735,3.611457749039787,28.0
1541695273,10.6,2.5,41.86540787614185,3.597473622486669,15.0
1541695573,9.3,1.9,41.85146051150899,3.6200883077108084,9.0
1541695873,8.4,1.1,41.883121972567,3.602764333225839,1.0000000000000009
